שם_ישוב,גיל_0_5,,גיל_6_18,,גיל_19_45,,גיל_46_55,,גיל_56_64,,גיל_65_פלוס,,"סה""כ",,AND,עירוני/ כפרי,מגזר,פריפריה/ מרכז,נפה/ מועצה,נפה,סמל_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,
כרמי קטיף,150,0,311,0,261,0,57,0,24,0,4,0,807,0,0,כפרי,יהודי דתי,#N/A,לכיש ,אשקלון ,1374,61,אשקלון ,61,אשקלון ,50,לכיש ,
שחר,66,0,189,0,253,0,93,0,74,0,92,0,767,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,7,61,אשקלון ,61,אשקלון ,50,לכיש ,
שדה דוד,76,0,194,0,244,0,79,0,42,0,82,0,717,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,36,61,אשקלון ,61,אשקלון ,50,לכיש ,
עוצם,80,0,153,0,238,0,67,0,78,0,75,0,691,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,32,61,אשקלון ,61,אשקלון ,50,לכיש ,
מנוחה,79,0,144,0,255,0,63,0,64,0,64,0,669,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,2030,61,אשקלון ,61,אשקלון ,50,לכיש ,
שדה משה,64,0,183,0,206,0,88,0,44,0,78,0,663,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,18,61,אשקלון ,61,אשקלון ,50,לכיש ,
"ניר ח""ן",42,0,135,0,196,0,77,0,59,0,107,0,616,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,11,61,אשקלון ,61,אשקלון ,50,לכיש ,
שקף,108,0,161,0,235,0,30,0,26,0,44,0,604,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,1233,61,אשקלון ,61,אשקלון ,50,לכיש ,
נוגה,50,0,122,0,194,0,80,0,49,0,100,0,595,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,55,61,אשקלון ,61,אשקלון ,50,לכיש ,
יד נתן,37,0,144,0,191,0,88,0,48,0,87,0,595,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,775,61,אשקלון ,61,אשקלון ,50,לכיש ,
אחוזם,47,0,83,0,199,0,61,0,59,0,76,0,525,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,821,61,אשקלון ,61,אשקלון ,50,לכיש ,
זוהר,29,0,85,0,126,0,32,0,26,0,63,0,361,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,44,61,אשקלון ,61,אשקלון ,50,לכיש ,
אמציה,25,0,48,0,77,0,22,0,17,0,35,0,224,0,0,כפרי,#N/A,פריפריה,לכיש ,אשקלון ,23,61,אשקלון ,61,אשקלון ,50,לכיש ,
עין גדי,34,0,93,0,191,0,97,0,63,0,140,0,618,0,0,כפרי,יהודי,פריפריה,תמר ,באר שבע ,2042,62,באר שבע ,62,באר שבע ,51,תמר ,
נאות הכיכר,22,0,59,0,97,0,47,0,20,0,68,0,313,0,0,כפרי,יהודי,פריפריה,תמר ,באר שבע ,1124,62,באר שבע ,62,באר שבע ,51,תמר ,
הר עמשא,52,0,75,0,95,0,15,0,15,0,12,0,264,0,0,כפרי,#N/A,פריפריה,תמר ,באר שבע ,1261,62,באר שבע ,62,באר שבע ,51,תמר ,
עין תמר,23,0,47,0,76,0,26,0,28,0,28,0,228,0,0,כפרי,#N/A,פריפריה,תמר ,באר שבע ,1251,62,באר שבע ,62,באר שבע ,51,תמר ,
נווה זוהר,5,0,4,0,22,0,4,0,17,0,21,0,73,0,0,כפרי,יהודי,פריפריה,תמר ,באר שבע ,1057,62,באר שבע ,62,באר שבע ,51,תמר ,
עין חצבה,12,0,7,0,20,0,6,0,4,0,7,0,56,0,0,כפרי,#N/A,פריפריה,תמר ,באר שבע ,1053,62,באר שבע ,63,אילת ,51,תמר ,
חוסן,122,0,315,0,431,0,152,0,112,0,115,0,"1,247",0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,662,24,עכו ,24,עכו ,52,מעלה יוסף ,
עין יעקב,136,0,320,0,439,0,136,0,105,0,104,0,"1,240",0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,813,24,עכו ,24,עכו ,52,מעלה יוסף ,
מעונה,63,0,226,0,332,0,128,0,92,0,130,0,971,0,0,כפרי,יהודי,פריפריה,מעלה יוסף ,עכו ,570,24,עכו ,24,עכו ,52,מעלה יוסף ,
נווה זיו,68,0,263,0,327,0,168,0,77,0,55,0,958,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1314,24,עכו ,24,עכו ,52,מעלה יוסף ,
יערה,81,0,205,0,328,0,93,0,74,0,105,0,886,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,795,24,עכו ,24,עכו ,52,מעלה יוסף ,
עבדון,70,0,161,0,287,0,78,0,76,0,87,0,759,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,892,24,עכו ,24,עכו ,52,מעלה יוסף ,
הילה,26,0,109,0,232,0,100,0,88,0,72,0,627,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1208,24,עכו ,24,עכו ,52,מעלה יוסף ,
מנות,74,0,136,0,224,0,59,0,55,0,51,0,599,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1205,24,עכו ,24,עכו ,52,מעלה יוסף ,
פקיעין חדשה,81,0,116,0,207,0,58,0,54,0,42,0,558,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,281,24,עכו ,24,עכו ,52,מעלה יוסף ,
צוריאל,55,0,80,0,173,0,57,0,50,0,51,0,466,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,774,24,עכו ,24,עכו ,52,מעלה יוסף ,
גורן,34,0,71,0,153,0,48,0,65,0,76,0,447,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,755,24,עכו ,24,עכו ,52,מעלה יוסף ,
שומרה,41,0,65,0,152,0,41,0,51,0,60,0,410,0,0,כפרי,יהודי חרדי,פריפריה,מעלה יוסף ,עכו ,614,24,עכו ,24,עכו ,52,מעלה יוסף ,
אבן מנחם,39,0,74,0,135,0,42,0,47,0,56,0,393,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1081,24,עכו ,24,עכו ,52,מעלה יוסף ,
נטועה,40,0,75,0,119,0,38,0,35,0,61,0,368,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1147,24,עכו ,24,עכו ,52,מעלה יוסף ,
אבירים,62,0,62,0,155,0,18,0,36,0,33,0,366,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1220,24,עכו ,24,עכו ,52,מעלה יוסף ,
שתולה,46,0,76,0,134,0,30,0,28,0,42,0,356,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1045,24,עכו ,24,עכו ,52,מעלה יוסף ,
גורנות הגליל,35,0,69,0,128,0,24,0,36,0,36,0,328,0,0,כפרי,יהודי,פריפריה,מעלה יוסף ,עכו ,1219,24,עכו ,24,עכו ,52,מעלה יוסף ,
אלקוש,8,0,39,0,110,0,40,0,40,0,62,0,299,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,603,24,עכו ,24,עכו ,52,מעלה יוסף ,
גיתה,13,0,59,0,96,0,42,0,38,0,45,0,293,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1206,24,עכו ,24,עכו ,52,מעלה יוסף ,
כפר רוזנואלד (זרעית),16,0,43,0,88,0,57,0,20,0,55,0,279,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1130,24,עכו ,24,עכו ,52,מעלה יוסף ,
מתת,17,0,53,0,98,0,25,0,27,0,31,0,251,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1184,24,עכו ,24,עכו ,52,מעלה יוסף ,
לפידות,8,0,13,0,50,0,13,0,11,0,45,0,140,0,0,כפרי,#N/A,פריפריה,מעלה יוסף ,עכו ,1173,24,עכו ,24,עכו ,52,מעלה יוסף ,
באר אורה,79,0,432,0,377,0,255,0,75,0,45,0,"1,263",0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,21,62,באר שבע ,63,אילת ,53,חבל אילות ,
יטבתה,58,0,173,0,333,0,135,0,104,0,164,0,967,0,0,כפרי,יהודי,פריפריה,חבל אילות ,באר שבע ,866,62,באר שבע ,63,אילת ,53,חבל אילות ,
קטורה,44,0,102,0,238,0,60,0,69,0,137,0,650,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1052,62,באר שבע ,63,אילת ,53,חבל אילות ,
גרופית,28,0,75,0,142,0,47,0,50,0,81,0,423,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1129,62,באר שבע ,63,אילת ,53,חבל אילות ,
אילות,32,0,86,0,155,0,47,0,27,0,73,0,420,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1126,62,באר שבע ,63,אילת ,53,חבל אילות ,
יהל,36,0,82,0,117,0,38,0,46,0,49,0,368,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1158,62,באר שבע ,63,אילת ,53,חבל אילות ,
סמר,15,0,40,0,119,0,33,0,47,0,35,0,289,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1156,62,באר שבע ,63,אילת ,53,חבל אילות ,
לוטן,21,0,45,0,91,0,42,0,53,0,11,0,263,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1255,62,באר שבע ,63,אילת ,53,חבל אילות ,
נאות סמדר,18,0,43,0,90,0,22,0,35,0,34,0,242,0,0,כפרי,יהודי,פריפריה,חבל אילות ,באר שבע ,1197,62,באר שבע ,63,אילת ,53,חבל אילות ,
אליפז,12,0,62,0,67,0,37,0,23,0,8,0,209,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1248,62,באר שבע ,63,אילת ,53,חבל אילות ,
מחנה יוכבד,49,0,49,0,107,0,1,0,0,0,0,0,206,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1416,62,באר שבע ,63,אילת ,53,חבל אילות ,
שחרות,15,0,19,0,83,0,28,0,25,0,13,0,183,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1266,62,באר שבע ,63,אילת ,53,חבל אילות ,
נווה חריף,8,0,16,0,51,0,13,0,13,0,7,0,108,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1279,62,באר שבע ,63,אילת ,53,חבל אילות ,
שיטים,0,0,0,0,3,0,2,0,0,0,0,0,5,0,0,כפרי,#N/A,פריפריה,חבל אילות ,באר שבע ,1267,62,באר שבע ,63,אילת ,53,חבל אילות ,
עידן,35,0,132,0,177,0,76,0,38,0,55,0,513,0,0,כפרי,#N/A,פריפריה,הערבה התיכונה ,באר שבע ,1175,62,באר שבע ,62,באר שבע ,54,הערבה התיכונה ,
צוקים,33,0,135,0,107,0,84,0,29,0,16,0,404,0,0,כפרי,#N/A,פריפריה,הערבה התיכונה ,באר שבע ,1262,62,באר שבע ,62,באר שבע ,54,הערבה התיכונה ,
עיר אובות,3,0,20,0,17,0,8,0,2,0,5,0,55,0,0,כפרי,#N/A,פריפריה,הערבה התיכונה ,באר שבע ,1187,62,באר שבע ,62,באר שבע ,54,הערבה התיכונה ,
עין יהב,62,0,247,0,279,0,168,0,63,0,121,0,940,0,0,כפרי,יהודי,פריפריה,הערבה התיכונה ,באר שבע ,806,62,באר שבע ,63,אילת ,54,הערבה התיכונה ,
חצבה,61,0,202,0,243,0,100,0,43,0,149,0,798,0,0,כפרי,יהודי,פריפריה,הערבה התיכונה ,באר שבע ,13,62,באר שבע ,63,אילת ,54,הערבה התיכונה ,
פארן,51,0,146,0,208,0,58,0,60,0,83,0,606,0,0,כפרי,#N/A,פריפריה,הערבה התיכונה ,באר שבע ,1151,62,באר שבע ,63,אילת ,54,הערבה התיכונה ,
ספיר,55,0,155,0,194,0,81,0,56,0,52,0,593,0,0,כפרי,יהודי,פריפריה,הערבה התיכונה ,באר שבע ,1176,62,באר שבע ,63,אילת ,54,הערבה התיכונה ,
צופר,58,0,114,0,234,0,32,0,60,0,74,0,572,0,0,כפרי,#N/A,פריפריה,הערבה התיכונה ,באר שבע ,1150,62,באר שבע ,63,אילת ,54,הערבה התיכונה ,
שדה אליעזר,101,0,261,0,320,0,146,0,98,0,109,0,"1,035",0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,861,21,צפת ,21,צפת ,55,מבואות החרמון ,
בית הלל,73,0,166,0,478,0,97,0,41,0,119,0,974,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,322,21,צפת ,21,צפת ,55,מבואות החרמון ,
משמר הירדן,97,0,195,0,335,0,80,0,68,0,105,0,880,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,732,21,צפת ,21,צפת ,55,מבואות החרמון ,
אליפלט,88,0,160,0,281,0,72,0,67,0,95,0,763,0,0,כפרי,יהודי,פריפריה,מבואות החרמון ,צפת ,730,21,צפת ,21,צפת ,55,מבואות החרמון ,
יובל,58,0,144,0,280,0,89,0,60,0,101,0,732,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,2009,21,צפת ,21,צפת ,55,מבואות החרמון ,
שאר ישוב,43,0,110,0,301,0,82,0,42,0,89,0,667,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,324,21,צפת ,21,צפת ,55,מבואות החרמון ,
רמות נפתלי,27,0,111,0,195,0,97,0,62,0,108,0,600,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,372,21,צפת ,21,צפת ,55,מבואות החרמון ,
כחל,51,0,125,0,189,0,38,0,54,0,86,0,543,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,1210,21,צפת ,21,צפת ,55,מבואות החרמון ,
כורזים,39,0,59,0,162,0,30,0,48,0,115,0,453,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,1252,21,צפת ,21,צפת ,55,מבואות החרמון ,
מרגליות,32,0,48,0,188,0,43,0,65,0,57,0,433,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,843,21,צפת ,21,צפת ,55,מבואות החרמון ,
דישון,39,0,60,0,145,0,33,0,56,0,70,0,403,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,צפת ,2063,21,צפת ,21,צפת ,55,מבואות החרמון ,
כרכום,40,0,86,0,203,0,49,0,119,0,66,0,563,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,כנרת ,1285,22,כנרת ,21,צפת ,55,מבואות החרמון ,
אמנון,64,0,117,0,176,0,49,0,44,0,87,0,537,0,0,כפרי,#N/A,פריפריה,מבואות החרמון ,כנרת ,1253,22,כנרת ,22,טבריה ,55,מבואות החרמון ,
סלמה,482,0,929,0,"1,673",0,407,0,185,0,189,0,"3,865",0,0,כפרי,בדואי,פריפריה,משגב ,עכו ,1245,24,עכו ,20,כרמיאל ,56,משגב ,
מורשת,150,0,539,0,634,0,207,0,144,0,105,0,"1,779",0,0,כפרי,יהודי דתי,פריפריה,משגב ,עכו ,1178,24,עכו ,20,כרמיאל ,56,משגב ,
כמאנה,179,0,391,0,722,0,186,0,100,0,97,0,"1,675",0,0,כפרי,בדואי,פריפריה,משגב ,עכו ,1331,24,עכו ,20,כרמיאל ,56,משגב ,
עצמון שגב,103,0,352,0,473,0,199,0,182,0,137,0,"1,446",0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,917,24,עכו ,20,כרמיאל ,56,משגב ,
טל-אל,98,0,348,0,501,0,201,0,152,0,145,0,"1,445",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1181,24,עכו ,20,כרמיאל ,56,משגב ,
יובלים,65,0,305,0,444,0,211,0,118,0,263,0,"1,406",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1226,24,עכו ,20,כרמיאל ,56,משגב ,
גילון,80,0,280,0,449,0,179,0,164,0,132,0,"1,284",0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1204,24,עכו ,20,כרמיאל ,56,משגב ,
"מצפה אבי""ב",89,0,325,0,400,0,151,0,106,0,79,0,"1,150",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1222,24,עכו ,20,כרמיאל ,56,משגב ,
אשחר,113,0,372,0,385,0,149,0,61,0,42,0,"1,122",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1188,24,עכו ,20,כרמיאל ,56,משגב ,
רקפת,67,0,263,0,396,0,148,0,141,0,83,0,"1,098",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1228,24,עכו ,20,כרמיאל ,56,משגב ,
יודפת,90,0,318,0,362,0,162,0,46,0,91,0,"1,069",0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1112,24,עכו ,20,כרמיאל ,56,משגב ,
צורית,78,0,203,0,365,0,121,0,119,0,124,0,"1,010",0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1221,24,עכו ,20,כרמיאל ,56,משגב ,
חוסנייה,133,0,220,0,422,0,100,0,43,0,52,0,970,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1332,24,עכו ,20,כרמיאל ,56,משגב ,
מנוף,42,0,237,0,309,0,140,0,103,0,115,0,946,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1174,24,עכו ,20,כרמיאל ,56,משגב ,
קורנית,58,0,245,0,289,0,124,0,132,0,94,0,942,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1179,24,עכו ,20,כרמיאל ,56,משגב ,
לבון,50,0,288,0,311,0,175,0,56,0,61,0,941,0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1207,24,עכו ,20,כרמיאל ,56,משגב ,
יעד,75,0,212,0,318,0,121,0,102,0,100,0,928,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1138,24,עכו ,20,כרמיאל ,56,משגב ,
ערב אל נעים,100,0,210,0,458,0,75,0,35,0,17,0,895,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1335,24,עכו ,20,כרמיאל ,56,משגב ,
שכניה,49,0,199,0,278,0,123,0,104,0,92,0,845,0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1160,24,עכו ,20,כרמיאל ,56,משגב ,
כמון,58,0,211,0,284,0,107,0,94,0,84,0,838,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1201,24,עכו ,20,כרמיאל ,56,משגב ,
לוטם,51,0,234,0,257,0,139,0,80,0,57,0,818,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1171,24,עכו ,20,כרמיאל ,56,משגב ,
הררית,51,0,237,0,209,0,116,0,38,0,71,0,722,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1203,24,עכו ,20,כרמיאל ,56,משגב ,
שורשים,55,0,163,0,244,0,86,0,58,0,80,0,686,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1235,24,עכו ,20,כרמיאל ,56,משגב ,
חלוץ,34,0,157,0,230,0,90,0,83,0,56,0,650,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1272,24,עכו ,20,כרמיאל ,56,משגב ,
מכמנים,48,0,162,0,218,0,66,0,45,0,73,0,612,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1202,24,עכו ,20,כרמיאל ,56,משגב ,
דמיידה,68,0,158,0,212,0,63,0,46,0,30,0,577,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1317,24,עכו ,20,כרמיאל ,56,משגב ,
מורן,36,0,118,0,182,0,71,0,43,0,67,0,517,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1163,24,עכו ,20,כרמיאל ,56,משגב ,
אבטליון,27,0,163,0,151,0,101,0,49,0,18,0,509,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1275,24,עכו ,20,כרמיאל ,56,משגב ,
תובל,46,0,90,0,186,0,52,0,70,0,47,0,491,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1172,24,עכו ,20,כרמיאל ,56,משגב ,
ראס אל-עין,49,0,94,0,203,0,39,0,26,0,20,0,431,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1334,24,עכו ,20,כרמיאל ,56,משגב ,
חרשים,49,0,86,0,140,0,30,0,35,0,46,0,386,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1209,24,עכו ,20,כרמיאל ,56,משגב ,
צביה,23,0,57,0,101,0,44,0,57,0,67,0,349,0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1180,24,עכו ,20,כרמיאל ,56,משגב ,
פלך,25,0,78,0,82,0,25,0,5,0,5,0,220,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1185,24,עכו ,20,כרמיאל ,56,משגב ,
כישור,1,0,2,0,47,0,40,0,32,0,23,0,145,0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1153,24,עכו ,20,כרמיאל ,56,משגב ,
אשבל,26,0,21,0,52,0,20,0,0,0,0,0,119,0,0,כפרי,יהודי,פריפריה,משגב ,עכו ,1276,24,עכו ,20,כרמיאל ,56,משגב ,
אתגר,0,0,0,0,9,0,1,0,9,0,14,0,33,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,1298,24,עכו ,20,כרמיאל ,56,משגב ,
חוג'ייראת (ד'הרה),1,0,4,0,5,0,2,0,5,0,10,0,27,0,0,כפרי,#N/A,פריפריה,משגב ,עכו ,948,24,עכו ,24,עכו ,56,משגב ,
חמאם,196,0,346,0,763,0,204,0,137,0,113,0,"1,759",0,0,כפרי,בדואי,פריפריה,אל-בטוף ,כנרת ,993,22,כנרת ,22,טבריה ,65,אל-בטוף ,
עוזייר,451,0,892,0,"1,527",0,358,0,182,0,159,0,"3,569",0,0,כפרי,בדואי,פריפריה,אל-בטוף ,נצרת ,528,25,נצרת ,25,נוף הגליל ,65,אל-בטוף ,
רומת הייב,305,0,589,0,978,0,223,0,145,0,142,0,"2,382",0,0,כפרי,בדואי,פריפריה,אל-בטוף ,נצרת ,997,25,נצרת ,25,נוף הגליל ,65,אל-בטוף ,
רומאנה,153,0,333,0,604,0,115,0,75,0,43,0,"1,323",0,0,כפרי,#N/A,פריפריה,אל-בטוף ,נצרת ,539,25,נצרת ,25,נוף הגליל ,65,אל-בטוף ,
סולם,320,0,707,0,"1,335",0,338,0,225,0,225,0,"3,150",0,0,כפרי,ערבי,פריפריה,בוסתאן אל-מרג' ,עפולה ,526,23,עפולה ,23,עפולה ,66,בוסתאן אל-מרג' ,
ניין,231,0,446,0,897,0,242,0,163,0,155,0,"2,134",0,0,כפרי,ערבי,פריפריה,בוסתאן אל-מרג' ,עפולה ,523,23,עפולה ,23,עפולה ,66,בוסתאן אל-מרג' ,
דחי,71,0,147,0,324,0,103,0,51,0,69,0,765,0,0,כפרי,#N/A,פריפריה,בוסתאן אל-מרג' ,עפולה ,475,23,עפולה ,23,עפולה ,66,בוסתאן אל-מרג' ,
כפר מצר,303,0,668,0,"1,255",0,325,0,201,0,164,0,"2,916",0,0,כפרי,ערבי,פריפריה,בוסתאן אל-מרג' ,נצרת ,512,25,נצרת ,23,עפולה ,66,בוסתאן אל-מרג' ,
ביר הדאג',784,0,"1,044",0,"1,163",0,192,0,95,0,73,0,"3,351",0,0,כפרי,בדואי,פריפריה,נווה מדבר ,באר שבע ,1348,62,באר שבע ,62,באר שבע ,68,נווה מדבר ,
קצר א-סר,665,0,845,0,"1,131",0,182,0,75,0,64,0,"2,962",0,0,כפרי,בדואי,פריפריה,נווה מדבר ,באר שבע ,1347,62,באר שבע ,62,באר שבע ,68,נווה מדבר ,
אבו תלול,642,0,908,0,"1,036",0,165,0,66,0,52,0,"2,869",0,0,כפרי,בדואי,פריפריה,נווה מדבר ,באר שבע ,1375,62,באר שבע ,62,באר שבע ,68,נווה מדבר ,
אבו קרינאת (יישוב),319,0,400,0,634,0,87,0,34,0,23,0,"1,497",0,0,כפרי,בדואי,פריפריה,נווה מדבר ,באר שבע ,1342,62,באר שבע ,62,באר שבע ,68,נווה מדבר ,
אום בטין,985,0,"1,455",0,"1,950",0,274,0,134,0,94,0,"4,892",0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1358,62,באר שבע ,62,באר שבע ,69,אל קסום ,
אל סייד,884,0,"1,122",0,"1,666",0,250,0,121,0,82,0,"4,125",0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1359,62,באר שבע ,62,באר שבע ,69,אל קסום ,
סעוה,571,0,735,0,891,0,185,0,65,0,37,0,"2,484",0,0,כפרי,#N/A,פריפריה,אל קסום ,באר שבע ,1360,62,באר שבע ,62,באר שבע ,69,אל קסום ,
מכחול,285,0,379,0,527,0,86,0,42,0,43,0,"1,362",0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1343,62,באר שבע ,62,באר שבע ,69,אל קסום ,
תראבין א-צאנע(ישוב),268,0,421,0,512,0,87,0,33,0,35,0,"1,356",0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1346,62,באר שבע ,62,באר שבע ,69,אל קסום ,
דריג'את,167,0,305,0,481,0,88,0,43,0,35,0,"1,119",0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1349,62,באר שבע ,62,באר שבע ,69,אל קסום ,
כחלה,68,0,140,0,185,0,24,0,22,0,27,0,466,0,0,כפרי,בדואי,פריפריה,אל קסום ,באר שבע ,1367,62,באר שבע ,62,באר שבע ,69,אל קסום ,
מרום גולן,54,0,173,0,289,0,126,0,87,0,113,0,842,0,0,כפרי,יהודי,פריפריה,גולן ,גולן ,4101,29,גולן ,21,צפת ,71,גולן ,
אל-רום,48,0,127,0,202,0,73,0,53,0,76,0,579,0,0,כפרי,יהודי,פריפריה,גולן ,גולן ,4003,29,גולן ,21,צפת ,71,גולן ,
עין זיוון,61,0,153,0,192,0,69,0,34,0,50,0,559,0,0,כפרי,#N/A,פריפריה,גולן ,גולן ,4503,29,גולן ,21,צפת ,71,גולן ,
אודם,43,0,49,0,93,0,9,0,11,0,30,0,235,0,0,כפרי,#N/A,פריפריה,גולן ,גולן ,4010,29,גולן ,21,צפת ,71,גולן ,
"נווה אטי""ב",19,0,50,0,81,0,22,0,11,0,47,0,230,0,0,כפרי,#N/A,פריפריה,גולן ,גולן ,4303,29,גולן ,21,צפת ,71,גולן ,
חספין,213,0,577,0,558,0,146,0,78,0,101,0,"1,673",0,0,כפרי,יהודי דתי,פריפריה,גולן ,גולן ,4005,29,גולן ,22,טבריה ,71,גולן ,
בני יהודה,92,0,298,0,443,0,168,0,147,0,207,0,"1,355",0,0,כפרי,יהודי,פריפריה,גולן ,גולן ,4015,29,גולן ,22,טבריה ,71,גולן ,
נוב,136,0,397,0,384,0,84,0,30,0,101,0,"1,132",0,0,כפרי,יהודי דתי,פריפריה,גולן ,גולן ,4304,29,גולן ,22,טבריה ,71,גולן ,
אבני איתן,179,0,336,0,348,0,47,0,30,0,56,0,996,0,0,כפרי,#N/A,פריפריה,גולן ,גולן ,4011,29,גולן ,22,טבריה ,71,גולן ,
חד-נס,63,0,186,0,345,0,156,0,125,0,95,0,970,0,0,כפרי,#N/A,פריפריה,גולן ,גולן ,4026,29,גולן ,22,טבריה ,71,גולן ,
קשת,141,0,355,0,294,0,52,0,37,0,62,0,941,0,0,כפרי,יהודי דתי,פריפריה,גולן ,גולן ,4006,29,גולן ,22,טבריה ,71,גולן ,
יונתן,134,0,272,0,313,0,63,0,36,0,45,0,863,0,0,כפרי,יהודי דתי,פריפריה,גולן ,גולן ,4007,29,גולן ,22,טבריה ,71,גולן ,
